nom,uai,type_etablissement,commune,academie,departement,secteur,ips,latitude,longitude
Collège Noés,0331758G,college,Pessac,Bordeaux,Gironde,Public,131.6,44.81239564947373,-0.6365605898369852
Lycée général et technologique Fernand Daguin,0331760J,lycee,Mérignac,Bordeaux,Gironde,Public,122.7,44.83682516582882,-0.6499132105541034
Collège Montaigne,0331895F,college,Lormont,Bordeaux,Gironde,Public,85.8,44.87379527053053,-0.5168973506847918
Collège Hastignan,0332187Y,college,Saint-Médard-en-Jalles,Bordeaux,Gironde,Public,120.1,44.89377341980709,-0.7448289417985248
Collège Nelson Mandela,0332189A,college,Floirac,Bordeaux,Gironde,Public,92,44.8388487614692,-0.5331585713029526
Collège Gérard Philipe,0332191C,college,Pessac,Bordeaux,Gironde,Public,100.6,44.79932118511685,-0.6224595402738479
"Lycée polyvalent hôtelier Gascogne - Lycée des métiers de l'hôtellerie, de la gastronomie et du tourisme",0332192D,lycee,Talence,Bordeaux,Gironde,Public,111.3,44.79617208736641,-0.5934223515522604
Collège Victor Louis,0332195G,college,Talence,Bordeaux,Gironde,Public,106.6,44.79915827220669,-0.592577907791748
Collège privé Saint Clément,0332327A,college,Cudos,Bordeaux,Gironde,Privé,110.5,44.39081424407428,-0.21371966271956455
Lycée professionnel Philadelphe de Gerde - Lycée des métiers de l'économie responsable et des métiers de la transition numérique et énergétique,0332345V,lycee,Pessac,Bordeaux,Gironde,Public,90.7,44.78732507978232,-0.6524476036756898
Lycée polyvalent Philippe Cousteau,0332346W,lycee,Saint-André-de-Cubzac,Bordeaux,Gironde,Public,92.4,44.991338011584176,-0.4500091815689921
Lycée agricole privé Agir - site de Langon,0332376D,lycee,Langon,Bordeaux,Gironde,Privé,,44.554242170270705,-0.24856059294009034
Lycée professionnel Alphonse Beau de Rochas - Lycée des métiers de l'automobile,0332445D,lycee,Bordeaux,Bordeaux,Gironde,Public,96,44.86652816851035,-0.5675028657905554
Collège Porte du Médoc,0332569N,college,Parempuyre,Bordeaux,Gironde,Public,111.8,44.94687903803427,-0.5987639949616868
Ecole secondaire privée Notre Dame du Rosaire,0332601Y,lycee,Saint-Macaire,Bordeaux,Gironde,Privé,,44.56384135642509,-0.2315875442692299
Lycée général et technologique Pape Clément,0332722E,lycee,Pessac,Bordeaux,Gironde,Public,128.8,44.808566903215194,-0.6509307771425563
Collège Emile Durkheim,0332723F,college,Peujard,Bordeaux,Gironde,Public,106.6,45.04328189903859,-0.42180290721620245
Collège Elise Deroche,0332934K,college,Le Pian-sur-Garonne,Bordeaux,Gironde,Public,104,44.56962001444899,-0.2279028558482729
Collège de Lacanau,0333287U,college,Lacanau,Bordeaux,Gironde,Public,116.8,44.987435039854766,-1.0881781291212305
Ecole Edeys - Eysines,0333511M,college,Eysines,Bordeaux,Gironde,Privé,,44.876721733932236,-0.6414450273581798
Collège de Saint-Selve,0333528F,college,Saint-Selve,Bordeaux,Gironde,Public,116.9,44.666981205309554,-0.48412192751892213
Collège Wangari Maathai,0333529G,college,Le Pian-Médoc,Bordeaux,Gironde,Public,117.6,44.93843270554712,-0.7030367945433198
Collège EIN GEDI - Etablissement expérimental et innovant au service des jeunes ayant une déficience intellectuelle,0333536P,college,Bordeaux,Bordeaux,Gironde,Privé,,44.825568631462524,-0.5883204364671979
Lycée Général et Technologique EIN GEDI - Etablissement expérimental et innovant au service des jeunes ayant une déficience intellectuelle,0333537R,lycee,Bordeaux,Bordeaux,Gironde,Privé,,44.825568631462524,-0.5883204364671979
Collège Privé Cours la Merci Notre Dame,0333560R,college,Saint-Maixant,Bordeaux,Gironde,Privé,,44.566903198284066,-0.23705268954735365
Akadémie Collège,0333603M,college,Saint-Médard-en-Jalles,Bordeaux,Gironde,Privé,,44.894068357775595,-0.7700936901917146
Ecole secondaire privée Res'paix de Carcans,0333662B,college,Carcans,Bordeaux,Gironde,Privé,,45.06883949174461,-1.1408499791250155
"Lycée polyvalent Jean Moulin, Lycée des métiers de l'industrie et du sanitaire et social",0340011C,lycee,Béziers,Montpellier,Hérault,Public,91.9,43.341574183041544,3.234960537620778
Collège La Dullague,0340016H,college,Béziers,Montpellier,Hérault,Public,78.1,43.343229897748,3.23350544036122
Collège Jules Ferry,0340021N,college,Cazouls-lès-Béziers,Montpellier,Hérault,Public,96.7,43.38981544242731,3.1016801845991324
Lycée général et technologique René Gosse,0340023R,lycee,Clermont-l'Hérault,Montpellier,Hérault,Public,113.3,43.62619062281289,3.4319695002429342
Lycée polyvalent Louis Feuillade,0340030Y,lycee,Lunel,Montpellier,Hérault,Public,98.7,43.67093719748441,4.122410515711992
Collège Jules Ferry,0340037F,college,Montagnac,Montpellier,Hérault,Public,90.3,43.48212992039745,3.4809603368919344
Lycée général et technologique Joffre,0340038G,lycee,Montpellier,Montpellier,Hérault,Public,132.4,43.61207825608604,3.884709803165587
Lycée polyvalent Jules Guesde,0340040J,lycee,Montpellier,Montpellier,Hérault,Public,107.3,43.61171607580439,3.847970077404897
Lycée polyvalent Jean Mermoz,0340042L,lycee,Montpellier,Montpellier,Hérault,Public,105,43.61163282220374,3.890880204057631
Collège Fontcarrade,0340051W,college,Montpellier,Montpellier,Hérault,Public,85.3,43.60758772509732,3.8541700721384133
Collège Antoine Faure,0340057C,college,Olonzac,Montpellier,Hérault,Public,102.8,43.28197959513501,2.729910001744205
Collège Louis Cahuzac,0340063J,college,Quarante,Montpellier,Hérault,Public,105.1,43.344258638871864,2.96429025335723
Collège Les Garrigues,0340109J,college,Montpellier,Montpellier,Hérault,Public,75.1,43.64264400980377,3.817089710403796
Lycée général et technologique privé La Trinité,0340871M,lycee,Béziers,Montpellier,Hérault,Privé,133.9,43.34629188133018,3.21988965021648
Collège privé Sainte Madeleine,0340891J,college,Béziers,Montpellier,Hérault,Privé,109.6,43.34485448041844,3.2116897046799635
Collège privé Sainte Marie - La Salle,0340899T,college,Montpellier,Montpellier,Hérault,Privé,141.2,43.60461494309232,3.8511601636542077
Collège privé Saint-Jean-Baptiste de La Salle,0340902W,college,Montpellier,Montpellier,Hérault,Privé,148.3,43.615259249401625,3.8797094811146304
Collège privé Saint Charles,0340908C,college,Saint-Georges-d'Orques,Montpellier,Hérault,Privé,127.9,43.60794101965969,3.786388868504928
"Lycée professionnel privé Turgot, lycée des métiers de la santé et du social",0340920R,lycee,Montpellier,Montpellier,Hérault,Privé,114.6,43.63749065391683,3.832860282169425
Collège Georges Brassens,0341028H,college,Lattes,Montpellier,Hérault,Public,118.4,43.566967269288355,3.8996797336978717
Collège Jean Perrin,0341066Z,college,Béziers,Montpellier,Hérault,Public,75.1,43.343281963730874,3.2393197678350987
Ecole professionnelle privée Silvya Terrade Béziers,0341123L,lycee,Béziers,Montpellier,Hérault,Privé,,43.36086100693382,3.2470001785960556
Collège Katia et Maurice Krafft,0341321B,college,Béziers,Montpellier,Hérault,Public,79.2,43.336826651792556,3.2495802249959187
Collège Alfred Crouzet,0341387Y,college,Servian,Montpellier,Hérault,Public,106.3,43.42378098593832,3.306980153015429
Lycée agricole privé de Capestang,0341471P,lycee,Capestang,Montpellier,Hérault,Privé,,43.327593462420545,3.0479799963976117
Collège Marcel Pagnol,0341592W,college,Montpellier,Montpellier,Hérault,Public,83.1,43.59644765313416,3.8467403698128533
Ecole professionnelle privée Silvya Terrade Montpellier,0341651K,lycee,Montpellier,Montpellier,Hérault,Privé,,43.605030127830645,3.87813976873167
Collège Philippe Lamour,0341656R,college,La Grande-Motte,Montpellier,Hérault,Public,108.4,43.56461746134733,4.071979878098974
Ecole privée bilingue internationale,0342019K,lycee,Baillargues,Montpellier,Hérault,Privé,,43.64952764780408,4.004960081993629
Collège Ray Charles,0342077Y,college,Fabrègues,Montpellier,Hérault,Public,116.3,43.56087378323733,3.7896900742325434
Collège Max Rouquette,0342186S,college,Saint-André-de-Sangonis,Montpellier,Hérault,Public,106.3,43.654669944944196,3.497920222347313
Ecole du second degré professionnelle privée Adonis,0342264B,lycee,Montpellier,Montpellier,Hérault,Privé,,43.60671474160654,3.8787896643848705
"Lycée général, Cité scolaire Françoise Combes",0342266D,lycee,Montpellier,Montpellier,Hérault,Public,117.7,43.62051545883088,3.8785601443017943
Lycée d'enseignement général privé Saint-Guilhem,0342298N,lycee,Clermont-l'Hérault,Montpellier,Hérault,Privé,125.8,43.62965446659364,3.440580166640524
L'école des métiers de la coiffure (Ecole du second degré professionnel privée),0342333B,lycee,Jacou,Montpellier,Hérault,Privé,,43.66132479737221,3.903976862094507
Ecole privée Lutherie Lès Maguelone (Ecole second degré prof privée ),0342383F,lycee,Villeneuve-lès-Maguelone,Montpellier,Hérault,Privé,,43.53256413638457,3.862280493380302
Collège Pierre Brossolette,0350002M,college,Bruz,Rennes,Ille-et-Vilaine,Public,113.2,48.021013875335434,-1.7441403383784257
Lycée général et technologique Beaumont - Lycée des métiers,0350022J,lycee,Redon,Rennes,Ille-et-Vilaine,Public,110.6,47.65518979610839,-2.0929503096429127
Lycée général François-René de Chateaubriand,0350710G,lycee,Rennes,Rennes,Ille-et-Vilaine,Public,139.1,48.1233633632789,-1.6494796949846533
Collège Cleunay,0350760L,college,Rennes,Rennes,Ille-et-Vilaine,Public,95,48.098814254968495,-1.709250420726049
"Lycée polyvalent privé Marcel Callo - Lycée des métiers de l'industrie, de l'automobile et de l'aéronautique",0350791V,lycee,Redon,Rennes,Ille-et-Vilaine,Privé,109.5,47.65480868230408,-2.080959469427167
Collège privé Saint Joseph,0350853M,college,Cancale,Rennes,Ille-et-Vilaine,Privé,110.4,48.67452938898222,-1.849639975899824
Collège privé Sainte Croix,0350855P,college,Châteaugiron,Rennes,Ille-et-Vilaine,Privé,127.9,48.04588466664549,-1.500000075305421
Collège privé Saint Michel,0350867C,college,Liffré,Rennes,Ille-et-Vilaine,Privé,126.1,48.21229867442835,-1.5078597967670593
Collège privé Saint Joseph,0350868D,college,Martigné-Ferchaud,Rennes,Ille-et-Vilaine,Privé,106.4,47.831060407371446,-1.3157002102063906
Collège privé Sainte Marie,0350869E,college,Val d'Anast,Rennes,Ille-et-Vilaine,Privé,96.6,47.89384834919044,-1.9932393980803262
Collège privé La Providence,0350870F,college,Montauban-de-Bretagne,Rennes,Ille-et-Vilaine,Privé,115.7,48.19862222136569,-2.045029640651294
Collège privé Saint Joseph,0350877N,college,Pleine-Fougères,Rennes,Ille-et-Vilaine,Privé,98.9,48.53561487544822,-1.5663896338484005
Collège privé Sainte Anne,0350882U,college,Saint-Aubin-du-Cormier,Rennes,Ille-et-Vilaine,Privé,110.8,48.25646468084622,-1.3977996740691996
Collège privé Sacré-Coeur,0350889B,college,Saint-Jouan-des-Guérets,Rennes,Ille-et-Vilaine,Privé,121.3,48.63333521927198,-2.0187000311734407
Collège Clotilde Vautier,0350913C,college,Rennes,Rennes,Ille-et-Vilaine,Public,88.2,48.126256483139166,-1.6679296130380918
Lycée professionnel agricole de Saint-Aubin-du-Cormier,0350940G,lycee,Saint-Aubin-du-Cormier,Rennes,Ille-et-Vilaine,Public,,48.268577459188606,-1.4264804730246305
Collège Mahatma Gandhi,0350967L,college,Fougères,Rennes,Ille-et-Vilaine,Public,81.2,48.367553590717336,-1.1804104642000366
Lycée agricole privé Saint-Exupéry de Rennes,0351047Y,lycee,Rennes,Rennes,Ille-et-Vilaine,Privé,,48.131899007420806,-1.7111699381214776
Lycée professionnel Coetlogon,0351878B,lycee,Rennes,Rennes,Ille-et-Vilaine,Public,87,48.12226809845311,-1.6935999776082487
Lycée polyvalent privé La Providence,0351930H,lycee,Montauban-de-Bretagne,Rennes,Ille-et-Vilaine,Privé,117.4,48.1984832148307,-2.0453494527027036
Lycée général et technologique Victor et Hélène Basch,0352009U,lycee,Rennes,Rennes,Ille-et-Vilaine,Public,117.3,48.126584334179064,-1.6893397892166615
Collège privé Saint Vincent-Providence,0352069J,college,Rennes,Rennes,Ille-et-Vilaine,Privé,142.7,48.11363570912166,-1.6651100452186143
Collège Victor Ségalen,0352248D,college,Châteaugiron,Rennes,Ille-et-Vilaine,Public,126.4,48.04311219255292,-1.4971700484694253
Ecole professionnelle privée de coiffure et d'esthétique Silvya Terrade Solférino,0352267Z,lycee,Rennes,Rennes,Ille-et-Vilaine,Privé,,48.10427078014932,-1.6691603554365275
Collège Pierre-Olivier Malherbe,0352448W,college,Châteaubourg,Rennes,Ille-et-Vilaine,Public,115.1,48.114621032000635,-1.3864298551830252
Lycee general et technologique Francois Rene de Chateaubriand,0352533N,lycee,Combourg,Rennes,Ille-et-Vilaine,Public,117.8,48.41525130917533,-1.7416202300524102
Ecole internationale de coiffure et d'esthétique Silvya Terrade,0352804H,lycee,Fougères,Rennes,Ille-et-Vilaine,Privé,,48.3529812886534,-1.1964595662605197
Ecole démocratique NOESIS,0352921K,college,Guignen,Rennes,Ille-et-Vilaine,Privé,,47.9102323393805,-1.8283103180893239
Collège Françoise-Elie,0352958A,college,Bréal-sous-Montfort,Rennes,Ille-et-Vilaine,Public,113.2,48.04628346107779,-1.8609149928539739
Collège privé Saint-Paul,0353083L,college,Saint-Erblon,Rennes,Ille-et-Vilaine,Privé,124.8,48.01926316797129,-1.6623443238792899
Ecole secondaire privée hors-contrat La Maison Sainte-Anne,0353139X,college,Montauban-de-Bretagne,Rennes,Ille-et-Vilaine,Privé,,48.204927313354034,-2.102906149678959
Collège privé Diwan Skolaj 35,0353153M,college,La Bouëxière,Rennes,Ille-et-Vilaine,Privé,,,
Lycée général Rollinat,0360002G,lycee,Argenton-sur-Creuse,Orléans-Tours,Indre,Public,110.5,46.588916467517606,1.511839645859726
Lycée polyvalent Prieur de La Côte d'Or,0210003P,lycee,Auxonne,Dijon,Côte-d'Or,Public,102.1,47.19513685953593,5.387180592809431
Lycée général et technologique Stephen Liégeard,0210012Z,lycee,Brochon,Dijon,Côte-d'Or,Public,119.3,47.238025654093235,4.972769658939874
Lycée général et technologique Montchapet,0210017E,lycee,Dijon,Dijon,Côte-d'Or,Public,115.5,47.33538637776854,5.01750990006678
Collège Henry Berger,0210027R,college,Fontaine-Française,Dijon,Côte-d'Or,Public,108.2,47.52794930410364,5.3707094464383385
Collège Emile Lepitre,0210030U,college,Laignes,Dijon,Côte-d'Or,Public,93.4,47.84017197554787,4.364179638313428
Collège Arthur Rimbaud,0210033X,college,Mirebeau-sur-Bèze,Dijon,Côte-d'Or,Public,116.5,47.400162911322795,5.311689517063643
Collège Pasteur,0210034Y,college,Montbard,Dijon,Côte-d'Or,Public,94.2,47.634487367763604,4.3413037407015365
Collège Jacques Mercusot,0210051S,college,Sombernon,Dijon,Côte-d'Or,Public,120.2,47.30897561074223,4.707880559308569
Collège Roland Dorgeles,0210057Y,college,Longvic,Dijon,Côte-d'Or,Public,106.4,47.29474198644473,5.059491301750712
Collège privé Saint Joseph - La Salle,0211070Z,college,Dijon,Dijon,Côte-d'Or,Privé,126.4,47.31531380620813,5.037970394364311
Collège privé Saint Michel,0211081L,college,Dijon,Dijon,Côte-d'Or,Privé,129.1,47.31985399324063,5.0466898196286705
Collège privé Saint-Joseph La Salle,0211088U,college,Semur-en-Auxois,Dijon,Côte-d'Or,Privé,114.3,47.49077160407295,4.334540185859545
Collège La Champagne,0211140A,college,Brochon,Dijon,Côte-d'Or,Public,116.6,47.2320594363496,4.984749944342856
Collège Les Lentillères,0211150L,college,Dijon,Dijon,Côte-d'Or,Public,92.8,47.3044928812103,5.053150290617256
Lycée agricole privé de Saulieu,0211504W,lycee,Saulieu,Dijon,Côte-d'Or,Privé,,47.27733199610273,4.231529540578807
Collège Christiane Perceret,0211527W,college,Semur-en-Auxois,Dijon,Côte-d'Or,Public,100.1,47.49270980750196,4.335179628038798
Collège privé du Saint Coeur,0211626D,college,Beaune,Dijon,Côte-d'Or,Privé,125.7,47.02793047212533,4.83962046115028
Lycée polyvalent Marey,0212045J,lycee,Beaune,Dijon,Côte-d'Or,Public,106.9,47.02991281909782,4.850879519017569
Collège André Malraux,0212119P,college,Dijon,Dijon,Côte-d'Or,Public,123.2,47.35199206739911,5.036390141380151
Collège L'Etoile,0212291B,college,Dijon,Dijon,Côte-d'Or,Privé,,47.34321796972699,5.040564400429214
Collège Victor Vasarely,0220008P,college,Le Mené,Rennes,Côtes-d'Armor,Public,84.1,48.297026707801464,-2.512399343445446
Collège Thalassa,0220015X,college,Erquy,Rennes,Côtes-d'Armor,Public,108.7,48.62926189547831,-2.463919465015615
Lycée professionnel Jules Verne - Lycée des métiers de l'industrie et du commerce,0220019B,lycee,Guingamp,Rennes,Côtes-d'Armor,Public,87.5,48.5539126793412,-3.1497397660070847
Lycée général et technologique Félix Le Dantec,0220023F,lycee,Lannion,Rennes,Côtes-d'Armor,Public,125.4,48.732064075535824,-3.4500497901101643
Collège François René de Chateaubriand,0220038X,college,Plancoët,Rennes,Côtes-d'Armor,Public,100.5,48.522806425432194,-2.239819840545962
Collège La Gautrais,0220046F,college,Plouasne,Rennes,Côtes-d'Armor,Public,98.4,48.30407128043347,-2.0105705445890028
Collège Jean Jaurès,0220061X,college,Saint-Nicolas-du-Pélem,Rennes,Côtes-d'Armor,Public,86.6,48.3104509828557,-3.1635305506255493
Collège privé Notre Dame,0220098M,college,Guingamp,Rennes,Côtes-d'Armor,Privé,113.2,48.565012505005306,-3.153589709065814
Collège privé Saint Joseph - Bossuet,0220104U,college,Lannion,Rennes,Côtes-d'Armor,Privé,116.9,48.72874868839299,-3.4561094497874234
Collège privé Sainte Anne-Saint Joseph,0220158C,college,Pléneuf-Val-André,Rennes,Côtes-d'Armor,Privé,117.3,48.58826171122538,-2.538120271116755
Collège privé Saint Joseph,0220162G,college,Plouguenast-Langast,Rennes,Côtes-d'Armor,Privé,99.3,48.28051839808128,-2.7047203671986684
Collège privé Sainte Marie,0220172T,college,Saint-Brieuc,Rennes,Côtes-d'Armor,Privé,109.3,48.51120172906495,-2.784019589193251
Lycée professionnel Rosa Parks - Lycée des métiers des services à la personne et de la sécurité,0220186H,lycee,Rostrenen,Rennes,Côtes-d'Armor,Public,93.4,48.23397135018995,-3.308779800622135
Collège Jean Monnet,0221127F,college,Broons,Rennes,Côtes-d'Armor,Public,96.2,48.324296822002715,-2.265529341435858
Collège Simone Veil,0221537B,college,Lamballe-Armor,Rennes,Côtes-d'Armor,Public,99.6,48.476841760663596,-2.5097402914422124
Collège du Penker,0221541F,college,Plestin-les-Grèves,Rennes,Côtes-d'Armor,Public,109.3,48.6517896552191,-3.631140454088707
